Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create base structure (µs),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,1048592,262168,0,1282,19,54266.3,232.951,0
bitvector,rank,rank_support_v5,1048592,65560,0,846,39,2.67819e+06,1636.52,0
bitvector,select,select_support_v,1048592,15582,0,66514,98,1.48223e+07,3849.97,0
rrr_bitvector,rank,rrr_rank_support,124611,0,3227,0,19,2006.9,44.7984,0
rrr_bitvector,select,rrr_select_support,124611,0,2434,0,89,58960.2,242.817,0
sd_bitvector,rank,sd_rank_support,159233,0,4447,0,21,2162.6,46.5037,0
sd_bitvector,select,sd_select_support,159233,0,11253,0,40,79558.2,282.061,0
