Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create base structure (µs),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,268435472,67108888,0,189371,23,24317.2,155.94,0
bitvector,rank,rank_support_v5,268435472,16777240,0,162709,22,2567.7,50.6724,0
bitvector,select,select_support_v,268435472,132005,0,19612775,92,1.2374e+06,1112.39,0
rrr_bitvector,rank,rrr_rank_support,33612251,0,669393,0,144,75572.4,274.904,0
rrr_bitvector,select,rrr_select_support,33612251,0,629216,0,228,1.87141e+06,1367.99,100
sd_bitvector,rank,sd_rank_support,5450032,0,525059,0,23,250476,500.475,0
sd_bitvector,select,sd_select_support,5450032,0,622136,0,48,8014.24,89.5223,0
