Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create base structure (µs),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,268435472,67108888,0,194144,24,2805.28,52.9649,0
bitvector,rank,rank_support_v5,268435472,16777240,0,164169,25,296948,544.929,0
bitvector,select,select_support_v,268435472,735921,0,19658932,23,2296.69,47.9238,0
rrr_bitvector,rank,rrr_rank_support,35541699,0,685512,0,63,1.06538e+06,1032.17,0
rrr_bitvector,select,rrr_select_support,35541699,0,774569,0,178,3.50165e+06,1871.27,100
sd_bitvector,rank,sd_rank_support,31041612,0,1414980,0,110,59838,244.618,0
sd_bitvector,select,sd_select_support,31041612,0,1457639,0,32,4340.23,65.8805,0
