Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create base structure (µs),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,268435472,67108888,0,176836,25,2243.72,47.368,0
bitvector,rank,rank_support_v5,268435472,16777240,0,164762,23,266542,516.277,0
bitvector,select,select_support_v,268435472,280529,0,19675974,103,464433,681.494,0
rrr_bitvector,rank,rrr_rank_support,35274547,0,667850,0,75,39554.5,198.883,0
rrr_bitvector,select,rrr_select_support,35274547,0,774051,0,258,2.02368e+06,1422.56,100
sd_bitvector,rank,sd_rank_support,12202404,0,849228,0,16,2083.73,45.6479,0
sd_bitvector,select,sd_select_support,12202404,0,828517,0,42,3299.37,57.4401,0
