Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create base structure (µs),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,67108880,16777240,0,51393,24,2926.77,54.0997,0
bitvector,rank,rank_support_v5,67108880,4194328,0,47300,16,2645.66,51.436,0
bitvector,select,select_support_v,67108880,139161,0,4682506,39,103322,321.437,0
rrr_bitvector,rank,rrr_rank_support,8912531,0,233252,0,105,1.559e+06,1248.6,0
rrr_bitvector,select,rrr_select_support,8912531,0,241560,0,171,6.6921e+06,2586.91,100
sd_bitvector,rank,sd_rank_support,5579236,0,338852,0,31,95612.5,309.213,0
sd_bitvector,select,sd_select_support,5579236,0,342269,0,48,6442,80.2621,0
