Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,268435456,268435456,1526795,48,1.86587e+06,1365.97,0
int64_t*,rank,Rank9Sel,268435456,268435456,1496943,77,19325.6,139.016,100
