Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,16777216,16777216,204066,152,3.24655e+06,1801.82,100
int64_t*,rank,Rank9Sel,16777216,16777216,229502,183,334667,578.504,200
