Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,1048576,1048576,12922,106,188334,433.975,100
int64_t*,rank,Rank9Sel,1048576,1048576,12749,167,172173,414.937,200
