Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,134217728,134217728,801123,30,112204,334.968,0
int64_t*,rank,Rank9Sel,134217728,134217728,820243,69,138270,371.847,100
