Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,16777216,16777216,99617,49,5.26924e+06,2295.48,0
int64_t*,rank,Rank9Sel,16777216,16777216,107344,122,457575,676.443,100
