Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,268435456,268435456,3441590,148,5.92534e+06,2434.2,100
int64_t*,rank,Rank9Sel,268435456,268435456,3441407,236,494260,703.036,300
