Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,67108864,67108864,969286,149,5.69043e+06,2385.46,100
int64_t*,rank,Rank9Sel,67108864,67108864,824537,205,698648,835.852,300
