Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,536870912,536870912,3606150,28,3334.05,57.7413,0
int64_t*,rank,Rank9Sel,536870912,536870912,3622861,107,29853.2,172.781,100
