Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,67108864,67108864,405284,36,599486,774.265,0
int64_t*,rank,Rank9Sel,67108864,67108864,424918,97,1.40662e+06,1186.01,100
