Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,67108864,67108864,830248,131,1.38033e+06,1174.87,100
int64_t*,rank,Rank9Sel,67108864,67108864,765275,260,2.50787e+06,1583.63,300
