Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,134217728,134217728,748285,32,5845.94,76.4588,0
int64_t*,rank,Rank9Sel,134217728,134217728,744280,75,12972.3,113.896,100
