Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
int64_t*,rank,Rank9Sel,16777216,16777216,200507,118,1.36078e+06,1166.53,100
int64_t*,rank,Rank9Sel,16777216,16777216,195688,180,422824,650.249,200
