Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,67108872,16777240,38176,23,11224.4,105.945,0
bitvector,rank,rank_support_v5,67108872,4194328,35996,26,70042.6,264.656,0
bitvector,select,select_support_v,67108872,373938,4186669,30,8319.49,91.2112,0
rrr_bitvector,rank,rrr_rank_support,9614939,0,0,83,1.54172e+06,1241.66,0
rrr_bitvector,select,rrr_select_support,9614939,0,0,132,2.0418e+06,1428.91,100
sd_bitvector,rank,sd_rank_support,13956021,0,0,40,10747.1,103.668,0
sd_bitvector,select,sd_select_support,13956021,0,0,63,22655.9,150.519,0
