Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,16777224,4194328,7810,20,22716.7,150.721,0
bitvector,rank,rank_support_v5,16777224,1048600,6698,17,7383.51,85.9273,0
bitvector,select,select_support_v,16777224,58529,1014955,40,13079.9,114.368,0
rrr_bitvector,rank,rrr_rank_support,2154859,0,0,38,10697.9,103.431,0
rrr_bitvector,select,rrr_select_support,2154859,0,0,99,19583.3,139.94,100
sd_bitvector,rank,sd_rank_support,1990652,0,0,41,24328.4,155.976,0
sd_bitvector,select,sd_select_support,1990652,0,0,50,434857,659.437,0
