Base structure,Operation,Support Structure,Size of base (bytes),Size of structure (bytes),Time to create (µs),média (ns),variância amostral,desvio padrão amostral, mediana (ns)
bitvector,rank,rank_support_v,1048584,262168,348,16,6431.39,80.1959,0
bitvector,rank,rank_support_v5,1048584,65560,688,18,9098.74,95.3873,0
bitvector,select,select_support_v,1048584,12850,63137,37,252702,502.695,0
rrr_bitvector,rank,rrr_rank_support,130115,0,0,36,10154.7,100.771,0
rrr_bitvector,select,rrr_select_support,130115,0,0,120,26194.4,161.847,100
sd_bitvector,rank,sd_rank_support,48141,0,0,38,9539.83,97.6721,0
sd_bitvector,select,sd_select_support,48141,0,0,49,12046.6,109.757,0
